stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,True
6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,True
9,1,1,0,0,1,4,1,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,False
8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,False
9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,12,1,1,1,2,0,6,4,True
8,1,1,0,0,0,4,0,7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,True
9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,False
9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,False
8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,14,1,1,1,3,0,7,6,False
9,1,1,0,0,1,4,1,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,True
10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,False
11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
10,1,1,0,1,0,5,2,7,0,0,1,3,1,3,7,15,1,1,1,3,1,7,7,True
11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,True
10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,4,0,0,1,2,0,2,4,False
11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,False
11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,True
12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,True
12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,False
12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,True
13,1,1,1,2,1,6,5,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,True
12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,True
12,1,1,1,2,0,6,4,10,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,False
13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,False
12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,12,1,1,1,2,0,6,4,False
15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,4,0,0,1,2,0,2,4,False
14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
14,1,1,1,3,0,7,6,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,True
15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,True
14,1,1,1,3,0,7,6,9,1,1,0,0,1,4,1,14,1,1,1,3,0,7,6,False
14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,False
14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,13,1,1,1,2,1,6,5,False
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,False
1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,False
1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
1,0,0,0,0,1,0,1,7,0,0,1,3,1,3,7,12,1,1,1,2,0,6,4,False
0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,False
0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,False
1,0,0,0,0,1,0,1,13,1,1,1,2,1,6,5,15,1,1,1,3,1,7,7,False
0,0,0,0,0,0,0,0,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,True
2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,False
3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,6,0,0,1,3,0,3,6,False
2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,6,0,0,1,3,0,3,6,False
2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,False
2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,False
2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,10,1,1,0,1,0,5,2,False
2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,False
4,0,0,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4,0,0,1,2,0,2,4,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,False
5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,2,0,0,0,1,0,1,2,False
5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,True
5,0,0,1,2,1,2,5,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
5,0,0,1,2,1,2,5,11,1,1,0,1,1,5,3,4,0,0,1,2,0,2,4,False
4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
5,0,0,1,2,1,2,5,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,False
7,0,0,1,3,1,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
6,0,0,1,3,0,3,6,3,0,0,0,1,1,1,3,9,1,1,0,0,1,4,1,False
7,0,0,1,3,1,3,7,4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,False
7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,10,1,1,0,1,0,5,2,False
6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,True
7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,8,1,1,0,0,0,4,0,False
7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,True
6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,2,0,0,0,1,0,1,2,False
9,1,1,0,0,1,4,1,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,False
8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,False
8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,False
8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,5,0,0,1,2,1,2,5,False
8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,13,1,1,1,2,1,6,5,True
9,1,1,0,0,1,4,1,15,1,1,1,3,1,7,7,3,0,0,0,1,1,1,3,False
11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,False
11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
10,1,1,0,1,0,5,2,9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,False
11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,3,0,0,0,1,1,1,3,True
10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,True
10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
12,1,1,1,2,0,6,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,True
12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,11,1,1,0,1,1,5,3,False
12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,True
12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,4,0,0,1,2,0,2,4,False
12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,True
12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,False
12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,11,1,1,0,1,1,5,3,False
14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,False
14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,True
15,1,1,1,3,1,7,7,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,True
15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,False
14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,False
15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,False
15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,0,0,0,0,0,0,0,0,False
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,True
1,0,0,0,0,1,0,1,3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,True
1,0,0,0,0,1,0,1,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,False
0,0,0,0,0,0,0,0,6,0,0,1,3,0,3,6,9,1,1,0,0,1,4,1,False
1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,True
0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,True
0,0,0,0,0,0,0,0,12,1,1,1,2,0,6,4,3,0,0,0,1,1,1,3,False
1,0,0,0,0,1,0,1,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,False
2,0,0,0,1,0,1,2,3,0,0,0,1,1,1,3,9,1,1,0,0,1,4,1,False
2,0,0,0,1,0,1,2,4,0,0,1,2,0,2,4,12,1,1,1,2,0,6,4,True
3,0,0,0,1,1,1,3,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,True
3,0,0,0,1,1,1,3,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,False
2,0,0,0,1,0,1,2,13,1,1,1,2,1,6,5,6,0,0,1,3,0,3,6,False
2,0,0,0,1,0,1,2,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,True
5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
5,0,0,1,2,1,2,5,3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,True
5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,True
4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,False
4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,10,1,1,0,1,0,5,2,False
4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,14,1,1,1,3,0,7,6,False
5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,10,1,1,0,1,0,5,2,False
5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,11,1,1,0,1,1,5,3,False
6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,9,1,1,0,0,1,4,1,True
7,0,0,1,3,1,3,7,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,True
6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,12,1,1,1,2,0,6,4,True
7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
7,0,0,1,3,1,3,7,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,True
7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,True
7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,True
6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,12,1,1,1,2,0,6,4,False
8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,13,1,1,1,2,1,6,5,False
8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,True
9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,True
9,1,1,0,0,1,4,1,7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,False
8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,False
8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,False
8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,True
8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,False
10,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,True
10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,11,1,1,0,1,1,5,3,False
11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,True
11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,True
11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,7,0,0,1,3,1,3,7,False
10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,True
11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,0,0,0,0,0,0,0,0,False
13,1,1,1,2,1,6,5,1,0,0,0,0,1,0,1,10,1,1,0,1,0,5,2,False
13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,False
13,1,1,1,2,1,6,5,7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,True
12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,True
13,1,1,1,2,1,6,5,11,1,1,0,1,1,5,3,7,0,0,1,3,1,3,7,False
12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,False
12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,4,0,0,1,2,0,2,4,False
14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,3,0,0,0,1,1,1,3,False
14,1,1,1,3,0,7,6,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
15,1,1,1,3,1,7,7,4,0,0,1,2,0,2,4,8,1,1,0,0,0,4,0,False
15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,False
15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
15,1,1,1,3,1,7,7,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,True
15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,3,0,0,0,1,1,1,3,False
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,True
0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,False
0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,1,0,0,0,0,1,0,1,True
1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
0,0,0,0,0,0,0,0,13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,True
0,0,0,0,0,0,0,0,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,True
2,0,0,0,1,0,1,2,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,True
3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,False
3,0,0,0,1,1,1,3,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,False
3,0,0,0,1,1,1,3,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,False
5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,7,0,0,1,3,1,3,7,False
5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,15,1,1,1,3,1,7,7,False
4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,15,1,1,1,3,1,7,7,False
4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,True
4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,False
4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,True
5,0,0,1,2,1,2,5,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,True
5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
7,0,0,1,3,1,3,7,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,True
7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
7,0,0,1,3,1,3,7,4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,True
7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
6,0,0,1,3,0,3,6,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,False
7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,False
7,0,0,1,3,1,3,7,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,True
7,0,0,1,3,1,3,7,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,True
9,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,True
8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,False
8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,2,0,0,0,1,0,1,2,False
9,1,1,0,0,1,4,1,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,False
9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,True
9,1,1,0,0,1,4,1,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,True
10,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,4,0,0,1,2,0,2,4,False
11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,False
11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
10,1,1,0,1,0,5,2,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,False
11,1,1,0,1,1,5,3,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,True
10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,False
10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,True
13,1,1,1,2,1,6,5,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,False
12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,True
12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,12,1,1,1,2,0,6,4,True
12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,True
13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,True
13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,13,1,1,1,2,1,6,5,True
12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,True
14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,7,0,0,1,3,1,3,7,False
15,1,1,1,3,1,7,7,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,True
14,1,1,1,3,0,7,6,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,False
15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,3,0,0,0,1,1,1,3,False
15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,False
14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,False
15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,True
15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,True
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,True
0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,15,1,1,1,3,1,7,7,False
0,0,0,0,0,0,0,0,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,False
1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,True
1,0,0,0,0,1,0,1,9,1,1,0,0,1,4,1,8,1,1,0,0,0,4,0,True
0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,True
0,0,0,0,0,0,0,0,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
0,0,0,0,0,0,0,0,14,1,1,1,3,0,7,6,9,1,1,0,0,1,4,1,False
2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,False
2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,13,1,1,1,2,1,6,5,True
2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,False
2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,True
2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,9,1,1,0,0,1,4,1,False
3,0,0,0,1,1,1,3,12,1,1,1,2,0,6,4,7,0,0,1,3,1,3,7,False
2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
5,0,0,1,2,1,2,5,1,0,0,0,0,1,0,1,9,1,1,0,0,1,4,1,True
4,0,0,1,2,0,2,4,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,False
